

Results from heasarc_hipparcos: Hipparcos Main Catalog
Coordinate system:  Equatorial
|pm_ra   |pm_dec  |hip_number|vmag |ra_deg      |dec_deg     |hd_id |
|  187.39|  -22.33|    106985| 3.69|325.02225935|-16.66225343|206088|
|  -12.88|    8.28|     47854| 3.69|146.31178147|-62.50792328| 84810|
|    8.88|  -21.43|     23453| 3.69|075.61950025|+41.07588953| 32068|
|  760.35|   17.96|    114971| 3.70|349.28955677|+03.28224524|219615|
|   82.33|  -18.73|     87933| 3.70|269.44096106|+29.24792527|163993|
|   51.35|   32.20|     15474| 3.70|049.87904033|-21.75794210| 20720|
|  -13.89|    5.30|     38414| 3.71|118.05435622|-40.57579889| 64440|
|  127.98|   61.87|     77622| 3.71|237.70371344|+04.47757980|141795|
|  -61.60|   79.71|     88771| 3.71|271.83758610|+09.56365345|165777|
|  -42.23|  139.02|     28103| 3.71|089.10132627|-14.16803805| 40136|
|    1.43|    0.23|     22797| 3.71|073.56289850|+02.44067149| 31237|
|   46.35| -481.32|     98036| 3.71|298.82819233|+06.40793334|188512|
|   86.31| -134.05|     28358| 3.72|089.88145972|+54.28498197| 40035|
|   21.55|  -44.92|     17499| 3.72|056.21884811|+24.11344840| 23302|
| -976.44|   17.97|     16537| 3.72|053.23509009|-09.45830584| 22049|
|    8.60|    0.35|    104060| 3.72|316.23273251|+43.92785122|200905|
|   19.51|   32.71|    112961| 3.73|343.15360192|-07.57967878|216386|
|   53.61|  -38.12|     16083| 3.73|051.79217049|+09.73277240| 21364|
| -116.04|  -21.75|     72220| 3.73|221.56246594|+01.89293830|130109|
|   93.65|   78.44|     87585| 3.73|268.38178961|+56.87245216|163588|
|   64.83| -240.38|    107089| 3.73|325.36863801|-77.38946215|205478|
|  195.74|  410.02|    104887| 3.74|318.69727757|+38.04432043|202444|
|   38.78|  -38.04|      8645| 3.74|027.86504416|-10.33494526| 11353|
|  -47.44|   44.61|     80170| 3.74|245.48018203|+19.15302185|147547|
|  -23.15|  -75.12|     87108| 3.75|266.97322515|+02.70745875|161868|
|  -46.82|   -9.57|     44511| 3.75|136.03883562|-47.09771376| 78004|
|    1.06|   12.56|     26069| 3.76|083.40631813|-62.48985585| 37350|
|   -7.00|   -4.97|     30867| 3.76|097.20447548|-07.03305042| 45725|
|  228.96| -647.96|     27654| 3.76|087.82980343|-20.87751376| 39364|
|   76.26|  -58.08|     93683| 3.76|286.17055765|-21.74135451|177241|
|   20.92|  128.12|     95853| 3.76|292.42641389|+51.72946747|184006|
|  137.22|   17.15|    111169| 3.76|337.82239898|+50.28244976|213558|
|  -35.83| -152.15|     41312| 3.77|126.43435936|-66.13652042| 71878|
|   -2.61|   18.88|    105881| 3.77|321.66678212|-22.41137838|204075|
|  -14.59|    1.75|     17529| 3.77|056.29851422|+42.57854437| 23230|
|   -6.30|    4.29|     42570| 3.77|130.15656369|-46.64875492| 74180|
|  296.73|   26.93|    109176| 3.77|331.75197729|+25.34504610|210027|
|   39.59|  -25.28|     82363| 3.77|252.44629764|-59.04131648|151249|
|   54.14|    7.91|    101958| 3.77|309.90939395|+15.91205270|196867|
|   16.64|  -13.76|     13268| 3.77|042.67413655|+55.89552955| 17506|
|  107.75|  -28.84|     20455| 3.77|065.73344722|+17.54258430| 27697|
|    4.61|   -0.40|     26549| 3.77|084.68652211|-02.60006791| 37468|
| -121.28|  -84.43|     36046| 3.78|111.43198371|+27.79828561| 58207|
| -294.45| -151.75|     48319| 3.78|147.74871542|+59.03910437| 84999|
|   52.36|  -12.71|     71795| 3.78|220.28716819|+13.72833113|129246|
|   31.89|  -35.32|    102618| 3.78|311.91888574|-09.49568988|198001|
|   23.71|  108.06|     34481| 3.78|107.18676883|-70.49919435| 55865|
|   79.75|   38.65|     53253| 3.78|163.37319260|-58.85326474| 94510|
|  173.01| -142.05|     14668| 3.79|047.37345463|+44.85788896| 19476|
|   92.47| -286.06|     53229| 3.79|163.32766612|+34.21556641| 94264|
|        |        |     55203| 3.79|            |            | 98230|
|  371.49|  612.26|     14879| 3.80|048.01783332|-28.98910623| 20010|
|   60.22|  122.93|     94779| 3.80|289.27545794|+53.36816064|181276|
|    4.20|    1.87|     99675| 3.80|303.40792782|+46.74132417|192577|
|  -72.63|    3.17|     76276| 3.80|233.70079260|+10.53885916|138917|
|  -17.00|   23.08|     37229| 3.80|114.70783872|-26.80389240| 61555|
| -112.52|   50.70|     76952| 3.81|235.68599269|+26.29551419|140436|
|  -48.92|  -12.75|     21393| 3.81|068.88779874|-30.56231049| 29291|
|  -13.25|    2.21|     51232| 3.81|156.96977108|-58.73940856| 90853|
|  159.22| -421.46|    116584| 3.81|354.39044870|+46.45917621|222107|
|   33.29|   -0.42|      9487| 3.82|030.51166929|+02.76376048| 12446|
|  -41.14|  -18.79|     56211| 3.82|172.85120199|+69.33112161|100029|
|  -32.61| -123.78|     45688| 3.82|139.71111394|+36.80289763| 80081|
|  -31.37|  -73.00|     80883| 3.82|247.72850509|+01.98410056|148857|
|   -7.17|    3.97|     86414| 3.82|264.86621847|+46.00632216|160762|
|   -5.67|  -15.75|     72370| 3.83|221.96552567|-79.04471242|129078|
| -128.51|  -80.06|     51069| 3.83|156.52293768|-16.83609584| 90432|
|  -23.68|  -19.82|     68245| 3.83|209.56785278|-42.10070526|121743|
|  -50.59|   -5.16|     61199| 3.84|188.11712896|-72.13297590|109026|
|   80.18|   39.02|     97433| 3.84|297.04255658|+70.26783533|188119|
| -131.48|   -1.58|     51986| 3.84|159.32606984|-48.22561631| 92139|
|  104.76|  -15.01|     20885| 3.84|067.14346805|+15.96221721| 28307|
|    8.11|  -10.32|     17448| 3.84|056.07969347|+32.28827325| 23180|
|  -28.18|   42.24|     43783| 3.84|133.76192355|-60.64471195| 76728|
|    1.72|   -1.39|     89341| 3.84|273.44086963|-21.05883031|166937|
|  308.39|   78.72|     17440| 3.84|056.04814541|-64.80709398| 23817|
|   -5.57|   -3.59|     51624| 3.84|158.20281305|+09.30659431| 91316|
|   -0.17|    7.51|     88794| 3.84|271.88562824|+28.76247025|166014|
|  195.54| -242.92|     90139| 3.85|275.92402821|+21.77034249|169414|
| -186.61|   -6.45|     61622| 3.85|189.42636588|-48.54128816|109787|
|  -18.98| -314.63|     91117| 3.85|278.80182442|-08.24330819|171443|
| -150.68|   49.84|     50191| 3.85|153.68447399|-42.12206281| 88955|
|  311.20|-1282.17|     78072| 3.85|239.11247598|+15.66473327|142860|
|    4.65|   81.96|     27321| 3.85|086.82118054|-51.06671329| 39060|
|  -24.19|  -52.48|     30277| 3.85|095.52852147|-33.43627251| 44762|
|   41.89| -203.65|     19747| 3.85|063.50033880|-42.29387294| 26967|
|  -58.14|   11.42|     61281| 3.85|188.37101041|+69.78820992|109387|
|  -77.86| -178.06|     21594| 3.86|069.54529558|-14.30358700| 29503|
| -125.68|  -77.59|     81065| 3.86|248.36443409|-78.89695917|147675|
|  152.78|   36.82|      4436| 3.86|014.18790699|+38.49925513|  5448|
|  129.24|    8.90|    110395| 3.86|335.41374983|-01.38735315|212061|
|    3.51|  -13.49|     79664| 3.86|243.85944228|-63.68564897|145544|
|   28.36|  -34.11|     25859| 3.86|082.80306450|-35.47043592| 36597|
|    2.74|    7.24|     87808| 3.86|269.06324389|+37.25052158|163770|
|    6.94|   -7.30|     97804| 3.87|298.11818257|+01.00567827|187929|
|   21.09|  -45.03|     17573| 3.87|056.45663804|+24.36785796| 23408|
|  104.23| -319.90|     71957| 3.87|220.76484284|-05.65742910|129502|
|  -27.97|  -21.69|     68282| 3.87|209.66988070|-44.80353140|121790|
|  -15.20|  -25.10|     78104| 3.87|239.22119438|-29.21401221|142669|
|  -12.23|    4.82|     43023| 3.87|131.50689464|-46.04153920| 75063|
|  122.15| -180.13|       765| 3.88|002.35224949|-45.74698836|   496|
| -216.29|  -54.92|     48455| 3.88|148.19149028|+26.00708498| 85503|
|   79.43|  -99.10|      8832| 3.88|028.38235506|+19.29409264| 11502|
|  132.42|  -26.27|    114421| 3.88|347.58928308|-45.24664747|218670|
|  -96.52|  -47.97|     74376| 3.88|227.98400434|-48.73770212|134481|
|  -34.00|  -27.60|     98110| 3.89|299.07665069|+35.08349079|188947|
|  -59.14|  -23.13|     60129| 3.89|184.97663096|-00.66674709|107259|
|  112.57| -306.07|     45336| 3.89|138.59080529|+02.31502422| 79469|
|   77.73| -219.99|     13701| 3.89|044.10668245|-08.89760976| 18322|
|   -3.46|    5.02|     33152| 3.89|103.53314518|-24.18422296| 50877|
|   47.81|  -62.92|     47431| 3.90|144.96389156|-01.14265722| 83618|
|  -15.65|  -11.25|     65936| 3.90|202.76111861|-39.40727983|117440|
|  -35.32|   -2.20|     55425| 3.90|170.25184266|-54.49101395| 98718|
|  -32.49|  -12.41|     60823| 3.91|187.01004828|-50.23060480|108483|
|    5.52|   -1.63|     18907| 3.91|060.78907003|+05.98930909| 25490|
|  -66.05|  -24.20|     41307| 3.91|126.41529546|-03.90636482| 71155|
|  -23.39|  -21.11|     73807| 3.91|226.27960699|-47.05119386|133242|
|  -13.15|   39.31|     79992| 3.91|244.93519958|+46.31327084|147394|
|   65.67|    6.93|     76333| 3.91|233.88141398|-14.78955365|138905|
|  -26.95|   22.24|     95168| 3.92|290.41823037|-17.84725155|181577|
|  -47.68|   26.89|     83207| 3.92|255.07252582|+30.92633926|153808|
|   59.63|  -94.33|    104987| 3.92|318.95581976|+05.24807390|202447|
|   33.38|   15.29|     37504| 3.93|115.45498347|-72.60613528| 63295|
|   -5.03|    2.09|     54463| 3.93|167.14748181|-58.97504198| 96918|
|  138.22|  154.20|      7083| 3.93|022.81242306|-49.07307701|  9362|
|  106.14|   32.83|      2072| 3.93|006.55048418|-43.67990933|  2262|
|    1.73|   -4.54|     21444| 3.93|069.07975243|-03.35244800| 29248|
|   -1.99|   -4.53|     13531| 3.93|043.56442700|+52.76248991| 17878|
|    0.41|   -8.22|     88192| 3.93|270.16131466|+02.93158759|164353|
|  -10.55|  -23.73|     78933| 3.93|241.70180197|-20.66913479|144470|
|  -74.80|  -19.64|     37447| 3.94|115.31198612|-09.55108315| 61935|
|    8.51|  -23.97|    103413| 3.94|314.29338184|+41.16719384|199629|
|  -17.10| -228.46|     42911| 3.94|131.17129209|+18.15486399| 74442|
|   21.17|   29.70|      5348| 3.94|017.09608370|-55.24583235|  6882|
|   -4.57|    3.88|     37677| 3.94|115.95196716|-28.95483520| 62623|
|  -44.00|   22.51|      9598| 3.95|030.85912643|+72.42123962| 12216|
|   62.32|  -69.91|     31592| 3.95|099.17082883|-19.25570928| 47205|
|    3.88|    1.20|     99848| 3.96|303.86799270|+47.71420530|192909|
| -487.67| -219.29|     44248| 3.96|135.16146765|+41.78344401| 76943|
| -120.27|  -96.70|    115438| 3.96|350.74292280|-20.10034505|220321|
|  -38.04|   15.93|     45101| 3.96|137.81986611|-62.31701587| 79447|
|   32.67| -120.81|     95347| 3.96|290.97146411|-40.61564629|181869|
|   18.53|  -11.45|     28328| 3.96|089.78662719|-42.81510761| 40808|
|   20.19|  -33.26|     19343| 3.96|062.16530527|+47.71259359| 25940|
|    7.31|  -22.43|     95241| 3.96|290.65952718|-44.45891013|181454|
|   -4.11|    8.50|     35228| 3.97|109.20762844|-67.95717248| 57623|
|   25.62|   -4.23|    110997| 3.97|337.31730866|-43.49555433|213009|
|   80.54| -131.34|     98495| 3.97|300.14747226|-72.91018443|188228|
|  -42.17|  -18.39|     59449| 3.97|182.91313090|-52.36841559|105937|
|    9.68|  -21.18|     42515| 3.97|130.02556894|-35.30830091| 74006|
|   -5.92|  -24.91|     77634| 3.97|237.73975730|-33.62710488|141556|
|   56.99|  -10.46|    112440| 3.97|341.63267663|+23.56567939|215665|
|    8.48|    0.39|     27673| 3.97|087.87246934|+39.14847936| 39003|
|   73.77|   57.57|     20535| 3.97|066.00902233|-34.01698632| 28028|
|  -24.48|  -93.88|    106481| 3.98|323.49530361|+45.59206564|205435|
|    1.92|    2.30|     18614| 3.98|059.74124892|+35.79102701| 24912|
|   -6.18|  -20.06|     29651| 3.99|093.71390194|-06.27472737| 43232|
|  -34.93|   79.59|    114996| 3.99|349.35755018|-58.23592762|219571|
|  133.01|  -24.53|      9347| 3.99|030.00093670|-21.07777193| 12274|
|  120.35|  -16.94|     65477| 3.99|201.30589832|+54.98799884|116842|
|  -16.12|  -27.63|     50954| 3.99|156.09891874|-74.03154474| 90589|
|   -2.01|  -95.80|     44382| 4.00|135.61166181|-66.39584369| 78045|
|  140.75|  -77.80|     55642| 4.00|170.98070334|+10.52969772| 99028|
|   -9.70|  -25.25|     79374| 4.00|242.99891879|-19.46064684|145502|
|  -11.50|    7.67|     35037| 4.01|108.70275679|-26.77268601| 56139|
| -159.36|  -52.84|     80000| 4.01|244.96069832|-50.15537923|146686|
|    6.87|   -0.64|    101076| 4.01|307.34887900|+30.36855661|195295|
| -320.07|  334.96|     78527| 4.01|240.47376560|+58.56443739|144284|
|   17.27|  -13.51|     22109| 4.01|071.37558764|-03.25462465| 30211|
|    1.25| -158.29|     91792| 4.01|280.75889095|-71.42772867|171759|
|   -5.72|   -0.96|     34088| 4.01|106.02723079|+20.57029939| 52973|
|   24.08|  -13.59|      8068| 4.01|025.91506370|+50.68876550| 10516|
|  -29.56|  -30.68|     71865| 4.01|220.49005323|-37.79342394|129116|
|  100.18|  -39.33|     59199| 4.02|182.10313607|-24.72877993|105452|
|  -24.15|  -39.73|     93429| 4.02|285.42017236|-05.73901832|176678|
|  -52.68|  -73.81|     93244| 4.02|284.90578844|+15.06847757|176411|
| -133.49|   88.16|     43409| 4.02|132.63338051|-27.71005869| 75691|
|   10.75|  -28.54|    101421| 4.03|308.30318657|+11.30333217|195810|
|  -20.69|  -43.95|     43103| 4.03|131.67430955|+28.76000509| 74739|
|  124.56| -962.66|     88601| 4.03|271.36338682|+02.50243928|165341|
|  -30.45|  -13.55|     63003| 4.03|193.64857337|-57.17789116|112092|
|   44.91|  -52.42|     10670| 4.03|034.32848216|+33.84732099| 14055|
|   -6.11|  -14.78|     23522| 4.03|075.85457200|+60.44228144| 31910|
|  148.49| -112.16|    118268| 4.03|359.82750994|+06.86359373|224617|
|   88.56|  -56.10|    111497| 4.04|338.83887054|-00.11736123|213998|
|  -19.65| -180.02|     57380| 4.04|176.46487734|+06.52981394|102212|
| -236.06| -399.07|     70497| 4.04|216.30008064|+51.85171354|126660|
|   11.92|   81.28|     19587| 4.04|062.96638834|-06.83777870| 26574|
|  109.84|  106.92|     40702| 4.05|124.63027850|-76.91998251| 71243|
|  -64.50|  -11.39|     70090| 4.05|215.13949709|-37.88526711|125473|
|  -91.76|  -12.83|     55434| 4.05|170.28436733|+06.02935289| 98664|
| 1262.29|  -91.53|     14632| 4.05|047.26201363|+49.61350009| 19373|
|  -23.88|   19.46|     42884| 4.05|131.09985828|-42.64932331| 74772|
|  -12.58|  -38.80|    112716| 4.05|342.39795761|-13.59253756|216032|
|  -93.64|   40.76|     67459| 4.05|207.36957439|+15.79780583|120477|
|  -27.78|  -29.05|     71536| 4.05|219.47187965|-49.42575765|128345|
|  -97.01|    3.22|     55705| 4.06|171.22076335|-17.68401748| 99211|
|  -39.58| -108.08|     36962| 4.06|113.98071783|+26.89600343| 60522|
|  -33.19|  -10.38|     60009| 4.06|184.60955300|-64.00304555|106983|
|  -60.93| -176.82|     72010| 4.06|220.91451458|-35.17322549|129456|
| -231.26|  -26.37|     59929| 4.06|184.39431802|-67.96067161|106849|
|  -77.77|  -45.97|     22957| 4.06|074.09300449|+13.51457755| 31421|
|    1.12|   21.53|     83153| 4.06|254.89602773|-53.16049005|152980|
|  -98.39| -135.46|     74824| 4.07|229.37900090|-58.80087882|135379|
|   16.47|    3.55|    110991| 4.07|337.29269975|+58.41518990|213306|
|  -17.32|  -26.11|     74117| 4.07|227.21095653|-45.27979406|133955|
|  -25.84| -419.84|     69701| 4.07|214.00368717|-05.99952622|124850|
|   19.94|   80.60|     92862| 4.08|283.83368820|+43.94589260|175865|
| -145.96|  -55.76|     14146| 4.08|045.59830468|-23.62433613| 18978|
| -139.04|  -14.47|     33160| 4.08|103.54783633|-12.03859273| 50778|
|  105.94|   62.61|    105502| 4.08|320.52139118|+19.80435581|203504|
| -101.23|  -81.89|      3693| 4.08|011.83495908|+24.26737703|  4502|
|   14.44|   -2.53|     12387| 4.08|039.87061789|+00.32851680| 16582|
| -462.39|  129.11|     53740| 4.08|164.94478664|-18.29909723| 95272|
|  -11.23|    6.02|     46974| 4.08|143.61109601|-59.22976797| 83183|
|   79.64|  -61.64|    104139| 4.08|316.48658082|-17.23271095|200761|
|  -50.07|    2.38|     11001| 4.08|035.43759585|-68.65942390| 15008|
|   96.84| -304.18|     26366| 4.09|084.22637775|+09.29141200| 37160|
|  -51.78|  -88.72|     77450| 4.09|237.18503586|+18.14177930|141477|
| -172.57| -381.01|      7513| 4.10|024.19990413|+41.40638491|  9826|
|  334.03|  -89.96|     12777| 4.10|041.04869991|+49.22866639| 16895|
|    5.89|  -36.78|     94160| 4.10|287.50730185|-39.34070677|178345|
|  137.90| -229.14|     90568| 4.10|277.20723319|-49.07003097|169767|
|   -4.62|    9.04|     38164| 4.10|117.30957923|-46.37322729| 63922|
|  -38.00|   11.53|     51839| 4.11|158.86757668|-78.60781379| 92305|
|  -21.85|  -16.23|     57439| 4.11|176.62853753|-61.17835907|102350|
|   -0.81|  -11.20|     34045| 4.11|105.93955493|-15.63325876| 53244|
|  135.17|  -27.34|     12486| 4.11|040.16638213|-39.85530905| 16815|
|   18.68|  -21.88|     48356| 4.11|147.86951033|-14.84654997| 85444|
|  -10.38|    9.47|     42312| 4.11|129.41100573|-42.98910371| 73634|
|   24.51|  -54.66|     76440| 4.11|234.17994543|-66.31690469|138538|
|  -65.09|  -12.91|    113638| 4.11|345.22030979|-52.75410562|217364|
|   85.73|  -96.65|     94114| 4.11|287.36782635|-37.90423953|178253|
|   87.40|    0.56|     12394| 4.12|039.89676530|-68.26694760| 16978|
|   -7.97|   -2.54|    102978| 4.12|312.95540084|-26.91912642|198542|
|   14.19|  -37.44|     28614| 4.12|090.59579323|+09.64736756| 40932|
| -220.32|   57.52|     58948| 4.12|181.30279000|+08.73284563|104979|
|    5.04|  -17.35|     19812| 4.12|063.72440722|+48.40937312| 26630|
|   23.37|   51.60|     98032| 4.12|298.81532954|-41.86841350|188114|
|  -14.93|    1.79|    111043| 4.12|337.43935610|-43.74922804|213080|
|  100.12|  135.27|     77853| 4.13|238.45615438|-16.72962230|142198|
|   -5.98|  -14.08|     30883| 4.13|097.24079361|+20.21216720| 45542|
|  -55.35|    0.88|    112405| 4.13|341.51551393|-81.38161731|214846|
|  -13.91|  -44.80|     25247| 4.13|080.98681839|-07.80795569| 35369|
|  -51.38| -156.66|    102485| 4.13|311.52402547|-25.27051682|197692|
|  376.32| -437.00|    116771| 4.13|354.98675133|+05.62735374|222368|
|  -76.55|  -60.24|     78159| 4.14|239.39709121|+26.87802632|143107|
|   34.27|  -37.49|     59072| 4.14|181.72022021|-64.61363898|105211|
|   18.94|   -1.55|     16369| 4.14|052.71819576|+12.93668186| 21754|
|   21.17|  -42.67|     17608| 4.14|056.58150135|+23.94846207| 23480|
|  -70.27|   -6.99|     42313| 4.14|129.41419739|+05.70379868| 73262|
|   46.66|   13.47|    107354| 4.14|326.16126755|+25.64500284|206901|
|    8.74|    0.76|    109937| 4.14|333.99237570|+37.74873483|211388|
|  -19.62|   -8.94|     76127| 4.14|233.23248309|+31.35915517|138749|
|   -0.22|    6.68|     34769| 4.15|107.96608486|-00.49278056| 55185|
|   81.33|  -18.96|    116805| 4.15|355.10184089|+44.33397776|222439|
|  -38.58|    9.19|     85112| 4.15|260.92072033|+37.14592396|157778|
|  159.33|  193.82|     36366| 4.16|112.27754045|+31.78407932| 58946|
|        |        |     78727| 4.16|            |            |144069|
|   -2.60| -119.72|     28734| 4.16|091.03006890|+23.26363207| 41116|
|   -1.97| -117.69|     85340| 4.16|261.59257241|-24.17502346|157792|
|  -49.42|  -56.63|     17874| 4.17|057.36367035|-36.20011250| 24160|
|  118.95|  -21.91|    110003| 4.17|334.20819329|-07.78323706|211391|
|    3.99|   -2.10|      2599| 4.17|008.24994391|+62.93178781|  2905|
|  476.45|   50.00|    109857| 4.18|333.75699582|+57.04346522|211336|
|   14.72|   12.14|     81304| 4.18|249.09358718|-35.25535553|149447|
|    8.04|  140.79|     69427| 4.18|213.22392088|-10.27404400|124294|
| -187.42|  159.01|     69732| 4.18|214.09656821|+46.08791894|125162|
|   22.01|   -0.88|    111954| 4.18|340.16385653|-27.04361480|214748|
|  -42.59|  -59.87|     67457| 4.19|207.36146356|-34.45063035|120323|
|   -9.25| -335.65|     92043| 4.19|281.41554660|+20.54712356|173667|
|  -29.61|   12.28|     38835| 4.20|119.21482616|-22.88014849| 65228|
|   10.84|   30.32|    113246| 4.20|343.98705005|-32.53970196|216763|
| -127.52| -109.62|     51233| 4.20|156.97121865|+36.70747818| 90537|
|  233.06| -492.04|    112447| 4.20|341.67267295|+12.17408381|215648|
|    6.57|  -32.45|     25813| 4.20|082.69603301|+05.94821792| 36267|
|   -9.03|   59.80|     81126| 4.20|248.52578863|+42.43689565|149630|
|  105.49|  -44.14|     20635| 4.21|066.34207825|+22.29398098| 27934|
|   19.54|    4.67|     82080| 4.21|251.49233961|+82.03725071|153751|
|   -0.82|   -1.85|     16228| 4.21|052.26722684|+59.94033461| 21291|
|   45.00|  -13.31|    101093| 4.21|307.39511383|+62.99413722|195725|
|   81.08|  800.68|    105858| 4.21|321.61038385|-65.36814438|203608|
|   -7.71|  -15.89|     92175| 4.22|281.79365558|-04.74782871|173764|
|   -1.33|  -13.53|     92609| 4.22|283.05431892|-62.18756062|173948|
|  195.68| -108.92|     13254| 4.22|042.64547584|+38.31890838| 17584|
|   -4.90|    5.89|     38518| 4.22|118.32567862|-48.10294824| 64760|
|   46.22| -195.85|    114724| 4.22|348.58055219|-06.04852680|219215|
